Date,DBA,DBC,EEM,EFA,FXE,FXY,GLD,HYG,IEF,IWM,LQD,QQQ,SLV,SPY,TLT,USO,UUP,VNQ,XLE,XLK
2007-04-12,-0.003133599485920069,0.005885747458174162,0.01658092756337126,0.006654789282578566,0.003783338582581841,0.002145927181197216,-0.0013426416202095837,0.0006713183328090899,0.0009714206368123257,0.006702080084260764,0.0015031540867429527,0.007885405465904327,0.002682597396479469,0.004433919712107048,0.00022872413302810202,0.0233093000390312,-0.0060544256482595316,-0.006828099099360774,0.015189717452187335,0.010528970427618134
2007-04-13,0.012863239334033327,0.005462570530471389,0.0048969415350188505,0.0033107305067741066,0.0042132242497432415,-0.0007147672075653588,0.012608614870701196,-0.001821711962496586,-0.0017000034753689164,0.006411618769558203,-0.0016914940972210246,0.0020181921462096852,0.01287740561225359,0.004552385895944866,-0.003094745813278621,-0.0025201344270548987,-0.00040506610986801306,0.011228823128997423,0.0004758917511877847,0.0008371367493009707
2007-04-16,-0.008166604269742805,-0.007812640431689832,0.01181627825967313,0.010496463681224366,0.00044180674285243526,-0.004419269497099698,0.008220909434594859,-0.0003840212226937645,0.0010921863633548412,0.013672418379211848,0.000845608025857647,0.009140300890319253,-0.0007150682555199239,0.00945164006237853,0.00549454178007025,-0.006230543734639049,-0.004058297293896285,0.0012549916323587595,0.005851180486549534,0.008337533619241722
2007-04-17,-0.013364920801508084,-0.0102484082155061,-0.005404930267139729,0.00012594511977370715,0.0015468320913170075,0.0077506083201610565,-0.005865141760568626,-0.0004797644842753357,0.0042378439140664526,-0.0030351358392008976,0.005437750305635092,0.0022164995263045384,-0.010209251482738324,0.0026539911505309988,0.0055777273237023195,-0.017933278557792143,-0.0004068784765949296,0.01294795415579486,-0.005692852713206076,0.0020730581956311944
2007-04-18,-0.005953497320098311,0.00039600691227237306,-0.007470155193151307,-0.0003773676807603543,0.0019854451446006394,0.0014242746287509434,0.00557263886859527,0.0002870020499337045,0.0022919859726910907,-0.005855251847608045,0.00028008171639282153,-0.003326693221568533,0.0030305107449382085,0.0012233192276172034,0.004982643416266974,-0.0029871878316312106,-0.0012212520481997835,-0.00620438708690374,-0.003494552977322929,-0.002488471609322307
2007-04-19,0.012265122557214791,-0.0027760001539398615,-0.008101114776366103,-0.0037824781593576162,0.001467747316922896,0.002132705903836296,-0.012508418534408428,0.0034508333603811003,-0.00012062190696804365,-0.0047820306924029055,0.0006546110570919694,0.0031056190792706495,-0.02339842871814657,-0.0002716292157645128,-0.0016958389694226028,-0.018519010793332846,0.0,-0.006743567068891121,-0.014103058136045288,0.0004154134136911125
2007-04-20,0.002748942824987388,0.013804218747598185,0.01184337596797036,0.011428791824203977,-0.0011007810071896884,-0.003081966699284955,0.017177229296497565,-0.000574946680222066,-0.0010855041925967868,0.011609533442669573,-0.0002808857068408166,0.0055217531002993425,0.022749816076562013,0.009397083992378263,-0.0026052922251755817,0.016722420753817246,-0.003672730465679841,0.007490371062785606,0.01823207752326761,0.005794395787003026
2007-04-23,-0.019802625497484794,0.006636823141265236,-0.003986669482303196,-0.009788027043704517,-0.0013959805880494613,0.0009492607954486587,-0.0064251800327363995,0.000574946680222066,0.0020500723038296975,-0.0010940739239799768,0.0028925541916779984,0.0015409207244578838,0.0042444590174266494,-0.003775162190796877,0.003623563952335207,0.023107614086242734,0.005300860990474554,0.011132184413425783,0.0011086193443432535,-0.0020659594235654666
2007-04-24,-0.0020020668289277843,-0.013712277003520068,-0.00016327404993132788,-0.0006306984535617843,0.004767855582493041,0.0005929098685655276,-0.007794711983777347,0.006864647526631629,0.0019246354843183155,-0.0004867797358993897,0.0025115061442986253,0.005045537259593225,-0.01591931334288077,0.00040524262557894986,0.003722474135058107,-0.016337374023973616,-0.0012209436809116347,-0.006788492612758379,-0.003012360693616767,0.005361914898322606
2007-04-25,0.023763529708125564,0.019531801571966767,0.012316811208167078,0.009294146072711396,0.0006583284883001639,-0.0007114616366861171,0.0023594765329768563,0.0015181943917603746,-0.0006013630256060942,0.00279498927099997,-0.0013945528234273752,0.013259190063204862,0.002622397433778456,0.009140198876164796,-0.003496828598001045,0.01828780322095458,-0.0016296486064484306,-0.0006192828518183369,0.018562983297059077,0.007376720041247342
2007-04-26,-0.004314572497305491,-0.006987650946682855,-0.0026609085331008586,-0.0046362325726230225,-0.003075956139888092,-0.007740455534906765,-0.015138262183911344,0.0018013982387947713,-0.002889971896722354,0.00556641296292959,-0.002142593931316661,0.005169292325450936,-0.03599589177163098,0.0011361012277886218,-0.007258661855801041,-0.007432091208588787,0.004069858806286408,0.0006192828518183369,-0.0003118886178703484,0.005700827263382724
2007-04-27,-0.013056547962353005,0.005051539631018009,-0.005019285180558608,-0.002137502862529228,0.004538017141697104,0.0009559306346398344,0.010265578663395836,0.0,0.0,-0.00423241463777746,-0.0002800613757565351,0.00042928389730567673,0.017122560224002825,-0.000802067724378297,-0.0002274474801327031,0.017513612395139155,-0.003254749756270936,-0.0024799651707567705,-0.00015651283062112498,-0.0008121744815983156
2007-04-30,-0.01040833113294326,-0.008954750005243373,-0.01950399309755868,-0.003656602258979902,-0.00021897009323534888,-0.0001194641501216509,-0.006981108812969872,9.487152502796192e-05,0.004332650961791362,-0.02180658864992946,0.0048383236404121455,-0.013185255744160518,-0.01148240174814985,-0.008327485512680255,0.010420347026334653,-0.011641545201961812,-0.002039540243575555,-0.016270743757043515,-0.011921031300885065,-0.007750545939276154
2007-05-01,0.016364283454909145,0.001953601230574087,0.003964563136218402,-0.0010115603997102873,-0.003014787820764475,-0.002511501412908679,-0.005979893737274367,0.0001228177744190262,4.787725969190859e-05,0.0040791043392545134,-0.0005593138082629068,-0.0008704457216879291,-0.011084856111531316,0.002559212002806177,0.0007232953587954505,-0.017323288489580868,0.006106183817723654,-0.008744188033238398,0.004408622652432026,0.004901728646389714
2007-05-02,-0.005557734626222555,-0.007837132034496097,0.01966987051089042,0.007559008925048349,-0.0010288212694211651,-0.0015579712335602736,-0.00044992543576860555,-0.0003805093356579192,-0.0012054471272753275,0.013233421611407614,-0.0002800008294476797,0.010829893452081407,-0.001365782834911844,0.005835052290799503,-0.0005650786181732315,-0.015408017717883915,0.000811423151838575,0.007861074451078753,0.008292069849121564,0.005283563628325716
2007-05-03,0.012658330266609674,0.004709737780233869,0.00837030086565127,0.0013792581446785412,-0.0029450030178965747,-0.0032434006032771023,0.012374279286040846,9.632096351364083e-05,-0.0010874895259700423,0.0018241041614182052,-0.0014008788466233213,0.003655576387843862,0.011099922190033862,0.00540205808193317,-0.0022646875739793515,-0.0062709091235291226,0.0012157138052542038,0.002647971297268903,0.008069480634208315,0.009681712366303774
2007-05-04,0.006660087854996721,-0.0019597264754316335,-0.00032032353018696114,0.009355601798200386,0.003386172355576811,0.0014428611823840143,0.01031855523278935,0.0012337247445040056,0.0025343728805800048,0.006298591189079161,0.0024271654898577744,0.0008581240457989914,0.004943829009974365,0.0037840091069361037,0.0040717383248689565,-0.020086749591823327,-0.003651678514690726,-0.008728918630385607,-0.0007729704267358528,0.004006446323773005
2007-05-07,-0.011388272201805272,-0.004718813328181692,0.00647291772355052,0.0014891827451934958,7.365544063375751e-05,0.001200750276431073,0.0008794717295126375,-9.560538116382133e-05,0.0008426714409477398,-0.0029016487369517563,0.0012113017846457907,0.0,0.0054398548628809,0.000198694090944862,0.002704895909721561,-0.004981285979845929,0.002435964709436522,0.002791511670924063,0.0026262548934994356,-0.0011998856183681461
2007-05-08,-0.01954194738021986,-0.006326807373498333,-0.013068920891696756,-0.00821599559468389,-0.004124780857027943,0.0004799149993601759,-0.0054360341613604035,0.0007592199859960402,0.0,-0.0035183619420964263,-0.0005590598382960721,0.002142427323669871,-0.004170449122113951,-0.0013257339982777339,-0.002252454258925507,0.011995966226732158,0.0028346198254975974,-0.00661064132764011,0.0001543205331056008,0.003994652623892314
2007-05-09,0.0028152755771069238,-0.0051700697464189815,0.016011674185813618,0.005484880384965418,0.00022159536174104488,-0.00144043650645731,-0.006354862494686309,-0.002657583183987011,-0.0032560791145481716,0.004001947636272263,-0.0015850352360402553,0.0021376570669215944,-0.0056877312450875905,0.0027159914946093267,-0.0039573509935944,-0.013036937527491688,0.0012123682891798104,0.010783190571992396,-0.00046271714116574714,-0.0011966329339294646
2007-05-10,-0.007255236604327919,-0.003995122528322792,-0.02476621685594127,-0.01996423005047543,-0.003991577625014564,0.002399484677394703,-0.021731795382597063,0.0036045173336249903,0.0025334712724678354,-0.012422171185241027,0.00046673185049384003,-0.013761061739142377,-0.028239520394714557,-0.01050816616594652,0.0023761488438927003,0.0029118823521727677,0.001210900231957801,-0.013465079224976861,-0.016336728055051264,-0.005203597014737937
2007-05-11,0.024376824025734933,0.014703392224483025,0.025083606821657334,0.016726538654270318,0.003623377867048916,-0.0015590008078723017,0.006794997207202336,0.0005678732905334272,-0.0020505771330157074,0.009027353496871449,-0.0010267653130417997,0.012692661695744345,0.014866192658188115,0.008521347787502798,-0.003508718038632619,0.008684880140191531,0.0008064218490337893,0.013465079224976861,0.0226435367794644,0.010776843579917372
2007-05-14,-0.0027673269118726473,-0.003556728639240614,-0.009973902215414832,-0.0037480684117428,0.0005901860521193569,-0.0021626862468346886,-0.002561565092633167,-9.396808843487037e-05,-0.0014491584677864822,-0.008782234298569946,-0.0010274424630645207,-0.006864023616021342,-0.007405471122960083,-0.00218969384417278,-0.0026121282033320092,-0.00020587504290325853,-0.0008064218490337893,-0.005694216036923105,0.0003066672528992953,-0.004775626075859574
2007-05-15,0.0031620866333859077,0.009848335199493796,0.0012021203373286937,0.0017508071329070951,0.003166374422819196,0.0010819736079783482,0.003915110208388306,-0.0007583800009145492,-0.00012093275395441694,-0.007995766633779766,-0.002245280891852719,-0.007779188066562082,0.005578278575888884,0.0002653864714154963,-0.00034113055016593563,0.008816054880364632,-0.0032323939242071553,-0.015346051105867176,0.003366938857240598,-0.0015964663883396568
2007-05-16,-0.0015798841139158526,-0.009848335199493796,0.014393344059221214,0.0014987669045427587,-0.0041262171985305685,-0.004576174636015118,-0.01422761165968911,0.0026489050595963626,-0.0006050327294153668,0.005419862473105219,0.0023383846172979617,0.0097143510182085,-0.02024473484776479,0.0068176027144906115,-0.0006826104091008922,-0.009434091648352627,0.0044417362704494145,-0.012448489232204096,0.0038129563448716652,0.008751039747080913
2007-05-17,-0.006741969223043931,0.00827907154354346,-0.0036383252069778216,-0.005129445841001168,-0.0025132085443004826,-0.004597119808155803,-0.008265789169946025,-0.00028332722896973195,-0.0026650925013731452,-0.007768987378057979,-0.0029944744502152787,-0.004737111633760893,-0.007022986221274952,-0.0019807591372025257,-0.004104765989163983,0.03303575501909517,0.002414399143745971,-0.01750583497880731,0.015854848032889723,-0.0027759242756673075
